"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","2/53","17/25052",0.000585209564532576,0.0158006582423796,0.0110881812227225,"SAUR78/AtSAUR76",2
"GO:0005874","GO:0005874","microtubule","3/53","169/25052",0.00551768115315676,0.0376652005681482,0.0264317196969461,"TUB1/WDL3/IQD16",3
"GO:0099081","GO:0099081","supramolecular polymer","3/53","184/25052",0.00697503714224967,0.0376652005681482,0.0264317196969461,"TUB1/WDL3/IQD16",3
"GO:0099512","GO:0099512","supramolecular fiber","3/53","184/25052",0.00697503714224967,0.0376652005681482,0.0264317196969461,"TUB1/WDL3/IQD16",3
"GO:0099513","GO:0099513","polymeric cytoskeletal fiber","3/53","184/25052",0.00697503714224967,0.0376652005681482,0.0264317196969461,"TUB1/WDL3/IQD16",3
"GO:0019898","GO:0019898","extrinsic component of membrane","2/53","76/25052",0.0113248533858539,0.0509618402363427,0.0357626949026966,"SAUR78/AtSAUR76",2
"GO:0015630","GO:0015630","microtubule cytoskeleton","3/53","255/25052",0.0167971438163747,0.0647889832917311,0.0454659531871797,"TUB1/WDL3/IQD16",3
"GO:0099080","GO:0099080","supramolecular complex","3/53","290/25052",0.0235024466006242,0.0793207572771066,0.0556636893172678,"TUB1/WDL3/IQD16",3
"GO:0005856","GO:0005856","cytoskeleton","3/53","348/25052",0.0373742827577345,0.112122848273203,0.0786827005425988,"TUB1/WDL3/IQD16",3
"GO:0046658","GO:0046658","anchored component of plasma membrane","2/53","173/25052",0.0519425951081853,0.1402450067921,0.0984175486260353,"AtENODL8/FLA2",2
"GO:0005764","GO:0005764","lysosome","1/53","45/25052",0.0909786587155815,0.186759383249342,0.131059216315328,"AtCP2",1
"GO:0055028","GO:0055028","cortical microtubule","1/53","49/25052",0.0986609965607573,0.186759383249342,0.131059216315328,"WDL3",1
"GO:0000323","GO:0000323","lytic vacuole","1/53","51/25052",0.102478241639399,0.186759383249342,0.131059216315328,"AtCP2",1
"GO:0030981","GO:0030981","cortical microtubule cytoskeleton","1/53","52/25052",0.104380911660323,0.186759383249342,0.131059216315328,"WDL3",1
"GO:0005881","GO:0005881","cytoplasmic microtubule","1/53","56/25052",0.111952096864194,0.186759383249342,0.131059216315328,"WDL3",1
"GO:0031226","GO:0031226","intrinsic component of plasma membrane","2/53","271/25052",0.112291794899256,0.186759383249342,0.131059216315328,"AtENODL8/FLA2",2
"GO:0030863","GO:0030863","cortical cytoskeleton","1/53","59/25052",0.117589241305141,0.186759383249342,0.131059216315328,"WDL3",1
"GO:0031225","GO:0031225","anchored component of membrane","2/53","314/25052",0.142635153681748,0.20240277491671,0.14203703502927,"AtENODL8/FLA2",2
"GO:0005777","GO:0005777","peroxisome","2/53","324/25052",0.149927981419785,0.20240277491671,0.14203703502927,"SDRd/KAT5",2
"GO:0042579","GO:0042579","microbody","2/53","324/25052",0.149927981419785,0.20240277491671,0.14203703502927,"SDRd/KAT5",2
"GO:0005938","GO:0005938","cell cortex","1/53","125/25052",0.23309176011554,0.283160558980565,0.198709164196887,"WDL3",1
"GO:0009705","GO:0009705","plant-type vacuole membrane","1/53","129/25052",0.239593804917229,0.283160558980565,0.198709164196887,"AtSWEET17",1
"GO:0005615","GO:0005615","extracellular space","1/53","130/25052",0.241210846538999,0.283160558980565,0.198709164196887,"AtCP2",1
"GO:0099503","GO:0099503","secretory vesicle","1/53","173/25052",0.307641452192932,0.338604554078551,0.237617230932316,"AT-BETA-AMY",1
"GO:0000325","GO:0000325","plant-type vacuole","1/53","177/25052",0.313522735257917,0.338604554078551,0.237617230932316,"AtSWEET17",1
"GO:0009505","GO:0009505","plant-type cell wall","1/53","235/25052",0.393489966733717,0.408624196223476,0.286753821911211,"BGLU15",1
"GO:0048046","GO:0048046","apoplast","1/53","298/25052",0.470006989132679,0.470006989132679,0.32982946605802,"ANN1",1
