"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099503","GO:0099503","secretory vesicle","3/51","173/25052",0.00528559650795972,0.105711930159194,0.0890205727656375,"AtCRT1b/ATPCB/BGLU37",3
"GO:0030867","GO:0030867","rough endoplasmic reticulum membrane","1/51","13/25052",0.0261502822979934,0.170303914982115,0.143413823142834,"NA",1
"GO:0005791","GO:0005791","rough endoplasmic reticulum","1/51","14/25052",0.0281338413699534,0.170303914982115,0.143413823142834,"NA",1
"GO:0009531","GO:0009531","secondary cell wall","1/51","17/25052",0.034060782996423,0.170303914982115,0.143413823142834,"ATROPGEF4",1
"GO:0000137","GO:0000137","Golgi cis cisterna","1/51","41/25052",0.080217736406748,0.268150325199194,0.225810800167742,"MANIA",1
"GO:0009505","GO:0009505","plant-type cell wall","2/51","235/25052",0.0828323011110506,0.268150325199194,0.225810800167742,"ATROPGEF4/ATPCB",2
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","2/51","293/25052",0.11981585432544,0.268150325199194,0.225810800167742,"AtCRT1b/NA",2
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","2/51","298/25052",0.123174642134244,0.268150325199194,0.225810800167742,"AtCRT1b/NA",2
"GO:0048046","GO:0048046","apoplast","2/51","298/25052",0.123174642134244,0.268150325199194,0.225810800167742,"ATPCB/BGLU37",2
"GO:0031225","GO:0031225","anchored component of membrane","2/51","314/25052",0.134075162599597,0.268150325199194,0.225810800167742,"NA/NA",2
"GO:0000139","GO:0000139","Golgi membrane","1/51","104/25052",0.19133679027909,0.347885073234708,0.292955851145018,"MANIA",1
"GO:0031985","GO:0031985","Golgi cisterna","1/51","187/25052",0.317845678896754,0.508211085443899,0.427967229847494,"MANIA",1
"GO:0005795","GO:0005795","Golgi stack","1/51","196/25052",0.330337205538534,0.508211085443899,0.427967229847494,"MANIA",1
"GO:0005802","GO:0005802","trans-Golgi network","1/51","312/25052",0.472596772736357,0.57117554721277,0.480989934494965,"MANIA",1
"GO:0022626","GO:0022626","cytosolic ribosome","1/51","319/25052",0.480161247167198,0.57117554721277,0.480989934494965,"BGLU37",1
"GO:0005777","GO:0005777","peroxisome","1/51","324/25052",0.485499215130855,0.57117554721277,0.480989934494965,"BGLU37",1
"GO:0042579","GO:0042579","microbody","1/51","324/25052",0.485499215130855,0.57117554721277,0.480989934494965,"BGLU37",1
"GO:0005840","GO:0005840","ribosome","1/51","388/25052",0.549257655853407,0.575533232870558,0.484659564522576,"BGLU37",1
"GO:0098791","GO:0098791","Golgi apparatus subcompartment","1/51","390/25052",0.551119848326759,0.575533232870558,0.484659564522576,"MANIA",1
"GO:0005768","GO:0005768","endosome","1/51","417/25052",0.575533232870558,0.575533232870558,0.484659564522576,"MANIA",1
