"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042445","GO:0042445","hormone metabolic process","2/30","142/21826",0.0162296624864875,0.144155582999778,0.106895680553852,"CYP702A6/SOB5",2
"GO:0010150","GO:0010150","leaf senescence","2/30","144/21826",0.0166634586828884,0.144155582999778,0.106895680553852,"AtIAA17/ANAC042",2
"GO:0048366","GO:0048366","leaf development","3/30","399/21826",0.0170820220371883,0.144155582999778,0.106895680553852,"AtIAA17/ANAC042/AT2301",3
"GO:0048528","GO:0048528","post-embryonic root development","2/30","147/21826",0.0173234308966281,0.144155582999778,0.106895680553852,"IAA14/CLEL",2
"GO:0016577","GO:0016577","histone demethylation","1/30","13/21826",0.0177268076370214,0.144155582999778,0.106895680553852,"JMJ30",1
"GO:0070076","GO:0070076","histone lysine demethylation","1/30","13/21826",0.0177268076370214,0.144155582999778,0.106895680553852,"JMJ30",1
"GO:0090693","GO:0090693","plant organ senescence","2/30","150/21826",0.0179944510443931,0.144155582999778,0.106895680553852,"AtIAA17/ANAC042",2
"GO:0016114","GO:0016114","terpenoid biosynthetic process","2/30","153/21826",0.018676423372396,0.144155582999778,0.106895680553852,"ATDDF2/AT2301",2
"GO:0006482","GO:0006482","protein demethylation","1/30","14/21826",0.0190777541263113,0.144155582999778,0.106895680553852,"JMJ30",1
"GO:0008214","GO:0008214","protein dealkylation","1/30","14/21826",0.0190777541263113,0.144155582999778,0.106895680553852,"JMJ30",1
"GO:0010120","GO:0010120","camalexin biosynthetic process","1/30","14/21826",0.0190777541263113,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0052317","GO:0052317","camalexin metabolic process","1/30","14/21826",0.0190777541263113,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0009403","GO:0009403","toxin biosynthetic process","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0009700","GO:0009700","indole phytoalexin biosynthetic process","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0046217","GO:0046217","indole phytoalexin metabolic process","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0052314","GO:0052314","phytoalexin metabolic process","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0052315","GO:0052315","phytoalexin biosynthetic process","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:1900056","GO:1900056","negative regulation of leaf senescence","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:1905622","GO:1905622","negative regulation of leaf development","1/30","15/21826",0.0204269044736528,0.144155582999778,0.106895680553852,"ANAC042",1
"GO:0005992","GO:0005992","trehalose biosynthetic process","1/30","16/21826",0.0217742609848531,0.145357904412398,0.107787237876656,"ANAC042",1
"GO:0006560","GO:0006560","proline metabolic process","1/30","16/21826",0.0217742609848531,0.145357904412398,0.107787237876656,"ANAC042",1
"GO:0048572","GO:0048572","short-day photoperiodism","1/30","17/21826",0.0231198259628657,0.146425564431482,0.108578939744632,"AT2301",1
"GO:0048575","GO:0048575","short-day photoperiodism, flowering","1/30","17/21826",0.0231198259628657,0.146425564431482,0.108578939744632,"AT2301",1
"GO:1900057","GO:1900057","positive regulation of leaf senescence","1/30","18/21826",0.0244636017077927,0.147378283459141,0.10928540942634,"AtIAA17",1
"GO:1905623","GO:1905623","positive regulation of leaf development","1/30","18/21826",0.0244636017077927,0.147378283459141,0.10928540942634,"AtIAA17",1
"GO:0006721","GO:0006721","terpenoid metabolic process","2/30","181/21826",0.0255525025059468,0.148232112969105,0.109918549570101,"ATDDF2/AT2301",2
"GO:0005991","GO:0005991","trehalose metabolic process","1/30","19/21826",0.0258055905168887,0.148232112969105,0.109918549570101,"ANAC042",1
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","2/30","191/21826",0.0282231021629149,0.153011897331065,0.113462902772662,"ATDDF2/AT2301",2
"GO:0030307","GO:0030307","positive regulation of cell growth","1/30","21/21826",0.0284842165023877,0.153011897331065,0.113462902772662,"SAUR77",1
"GO:0090696","GO:0090696","post-embryonic plant organ development","2/30","192/21826",0.0284961428227894,0.153011897331065,0.113462902772662,"IAA14/CLEL",2
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","1/30","26/21826",0.0351496703502198,0.166080416493844,0.12315360097988,"NA",1
"GO:2000012","GO:2000012","regulation of auxin polar transport","1/30","26/21826",0.0351496703502198,0.166080416493844,0.12315360097988,"CLEL",1
"GO:0010268","GO:0010268","brassinosteroid homeostasis","1/30","27/21826",0.0364774460332247,0.166080416493844,0.12315360097988,"CYP702A6",1
"GO:0006720","GO:0006720","isoprenoid metabolic process","2/30","223/21826",0.0374773388312755,0.166080416493844,0.12315360097988,"ATDDF2/AT2301",2
"GO:0008284","GO:0008284","positive regulation of cell population proliferation","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"CLEL",1
"GO:0009692","GO:0009692","ethylene metabolic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ACS11",1
"GO:0009693","GO:0009693","ethylene biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ACS11",1
"GO:0016129","GO:0016129","phytosteroid biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"CYP702A6",1
"GO:0016132","GO:0016132","brassinosteroid biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"CYP702A6",1
"GO:0043449","GO:0043449","cellular alkene metabolic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ACS11",1
"GO:0043450","GO:0043450","alkene biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ACS11",1
"GO:0046351","GO:0046351","disaccharide biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ANAC042",1
"GO:0051784","GO:0051784","negative regulation of nuclear division","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"NA",1
"GO:0120178","GO:0120178","steroid hormone biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"CYP702A6",1
"GO:1900673","GO:1900673","olefin metabolic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ACS11",1
"GO:1900674","GO:1900674","olefin biosynthetic process","1/30","31/21826",0.0417709075595455,0.166080416493844,0.12315360097988,"ACS11",1
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","1/30","32/21826",0.0430898739634551,0.166080416493844,0.12315360097988,"ANAC042",1
"GO:0009718","GO:0009718","anthocyanin-containing compound biosynthetic process","1/30","33/21826",0.0444070852959821,0.166080416493844,0.12315360097988,"ANAC042",1
"GO:0019747","GO:0019747","regulation of isoprenoid metabolic process","1/30","33/21826",0.0444070852959821,0.166080416493844,0.12315360097988,"ATDDF2",1
"GO:0070988","GO:0070988","demethylation","1/30","33/21826",0.0444070852959821,0.166080416493844,0.12315360097988,"JMJ30",1
"GO:0006857","GO:0006857","oligopeptide transport","1/30","34/21826",0.0457225438120704,0.166080416493844,0.12315360097988,"AtNPF6.2",1
"GO:0009958","GO:0009958","positive gravitropism","1/30","34/21826",0.0457225438120704,0.166080416493844,0.12315360097988,"CLEL",1
"GO:0016128","GO:0016128","phytosteroid metabolic process","1/30","36/21826",0.048348211400744,0.167850973255506,0.124466521825946,"CYP702A6",1
"GO:0016131","GO:0016131","brassinosteroid metabolic process","1/30","36/21826",0.048348211400744,0.167850973255506,0.124466521825946,"CYP702A6",1
"GO:0032875","GO:0032875","regulation of DNA endoreduplication","1/30","37/21826",0.0496584249692607,0.167850973255506,0.124466521825946,"NA",1
"GO:0048506","GO:0048506","regulation of timing of meristematic phase transition","1/30","37/21826",0.0496584249692607,0.167850973255506,0.124466521825946,"ATDDF2",1
"GO:0048510","GO:0048510","regulation of timing of transition from vegetative to reproductive phase","1/30","37/21826",0.0496584249692607,0.167850973255506,0.124466521825946,"ATDDF2",1
"GO:0048831","GO:0048831","regulation of shoot system development","2/30","264/21826",0.050782692566766,0.167850973255506,0.124466521825946,"AtIAA17/ANAC042",2
"GO:0009312","GO:0009312","oligosaccharide biosynthetic process","1/30","38/21826",0.0509668947132105,0.167850973255506,0.124466521825946,"ANAC042",1
"GO:0009690","GO:0009690","cytokinin metabolic process","1/30","40/21826",0.0535786116886651,0.174130487988161,0.129122969997614,"SOB5",1
"GO:0045927","GO:0045927","positive regulation of growth","1/30","41/21826",0.0548818633938584,0.176049613743935,0.130546059200702,"SAUR77",1
"GO:0010928","GO:0010928","regulation of auxin mediated signaling pathway","1/30","43/21826",0.0574831644026126,0.182030020608273,0.13498070993326,"NA",1
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","1/30","44/21826",0.0587812181632479,0.182939243474864,0.135654925909339,"NA",1
"GO:0010015","GO:0010015","root morphogenesis","2/30","288/21826",0.0592515768339641,0.182939243474864,0.135654925909339,"IAA14/ATMYB66",2
"GO:0090329","GO:0090329","regulation of DNA-dependent DNA replication","1/30","48/21826",0.0639561734512469,0.194164641930996,0.14397889493285,"NA",1
"GO:0040034","GO:0040034","regulation of development, heterochronic","1/30","49/21826",0.0652456084221564,0.194164641930996,0.14397889493285,"ATDDF2",1
"GO:0046283","GO:0046283","anthocyanin-containing compound metabolic process","1/30","49/21826",0.0652456084221564,0.194164641930996,0.14397889493285,"ANAC042",1
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","1/30","50/21826",0.0665333262780285,0.195639661793727,0.145072666320513,"FL7",1
"GO:0010948","GO:0010948","negative regulation of cell cycle process","1/30","53/21826",0.0703861992207357,0.197702805527159,0.146602549165675,"NA",1
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","1/30","53/21826",0.0703861992207357,0.197702805527159,0.146602549165675,"NA",1
"GO:0042435","GO:0042435","indole-containing compound biosynthetic process","1/30","54/21826",0.071667070668096,0.197702805527159,0.146602549165675,"ANAC042",1
"GO:0042023","GO:0042023","DNA endoreduplication","1/30","55/21826",0.0729462360125737,0.197702805527159,0.146602549165675,"NA",1
"GO:0034754","GO:0034754","cellular hormone metabolic process","1/30","56/21826",0.0742236974484115,0.197702805527159,0.146602549165675,"SOB5",1
"GO:0055088","GO:0055088","lipid homeostasis","1/30","56/21826",0.0742236974484115,0.197702805527159,0.146602549165675,"CYP702A6",1
"GO:0006275","GO:0006275","regulation of DNA replication","1/30","57/21826",0.0754994571671318,0.197702805527159,0.146602549165675,"NA",1
"GO:0045489","GO:0045489","pectin biosynthetic process","1/30","57/21826",0.0754994571671318,0.197702805527159,0.146602549165675,"BDX",1
"GO:0042538","GO:0042538","hyperosmotic salinity response","1/30","59/21826",0.0780458802057238,0.197702805527159,0.146602549165675,"ANAC042",1
"GO:0042752","GO:0042752","regulation of circadian rhythm","1/30","59/21826",0.0780458802057238,0.197702805527159,0.146602549165675,"JMJ30",1
"GO:0009740","GO:0009740","gibberellic acid mediated signaling pathway","1/30","60/21826",0.0793165478950622,0.197702805527159,0.146602549165675,"AT2301",1
"GO:0051783","GO:0051783","regulation of nuclear division","1/30","60/21826",0.0793165478950622,0.197702805527159,0.146602549165675,"NA",1
"GO:0014070","GO:0014070","response to organic cyclic compound","2/30","341/21826",0.0795136161433561,0.197702805527159,0.146602549165675,"IAA3/ATAUX2-27",2
"GO:0009404","GO:0009404","toxin metabolic process","1/30","61/21826",0.080585522606224,0.197702805527159,0.146602549165675,"ANAC042",1
"GO:0010476","GO:0010476","gibberellin mediated signaling pathway","1/30","61/21826",0.080585522606224,0.197702805527159,0.146602549165675,"AT2301",1
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","2/30","349/21826",0.0827408009746961,0.197702805527159,0.146602549165675,"ANAC042/BDX",2
"GO:0006694","GO:0006694","steroid biosynthetic process","1/30","63/21826",0.0831184018031728,0.197702805527159,0.146602549165675,"CYP702A6",1
"GO:0120255","GO:0120255","olefinic compound biosynthetic process","1/30","63/21826",0.0831184018031728,0.197702805527159,0.146602549165675,"ACS11",1
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","1/30","64/21826",0.0843823106367849,0.197702805527159,0.146602549165675,"ANAC042",1
"GO:0071370","GO:0071370","cellular response to gibberellin stimulus","1/30","64/21826",0.0843823106367849,0.197702805527159,0.146602549165675,"AT2301",1
"GO:0009736","GO:0009736","cytokinin-activated signaling pathway","1/30","65/21826",0.0856445351878784,0.197702805527159,0.146602549165675,"SOB5",1
"GO:0043455","GO:0043455","regulation of secondary metabolic process","1/30","65/21826",0.0856445351878784,0.197702805527159,0.146602549165675,"ATDDF2",1
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","1/30","65/21826",0.0856445351878784,0.197702805527159,0.146602549165675,"ATDDF2",1
"GO:0019748","GO:0019748","secondary metabolic process","2/30","363/21826",0.0884854861662005,0.202369584102329,0.150063105194141,"ATDDF2/ANAC042",2
"GO:0005984","GO:0005984","disaccharide metabolic process","1/30","70/21826",0.0919304694626636,0.20462814250186,0.15173789386458,"ANAC042",1
"GO:0071368","GO:0071368","cellular response to cytokinin stimulus","1/30","70/21826",0.0919304694626636,0.20462814250186,0.15173789386458,"SOB5",1
"GO:0006972","GO:0006972","hyperosmotic response","1/30","71/21826",0.0931826337353296,0.20462814250186,0.15173789386458,"ANAC042",1
"GO:0044786","GO:0044786","cell cycle DNA replication","1/30","71/21826",0.0931826337353296,0.20462814250186,0.15173789386458,"NA",1
"GO:0010102","GO:0010102","lateral root morphogenesis","1/30","73/21826",0.0956819569231411,0.20462814250186,0.15173789386458,"IAA14",1
"GO:0016125","GO:0016125","sterol metabolic process","1/30","73/21826",0.0956819569231411,0.20462814250186,0.15173789386458,"CYP702A6",1
"GO:0042127","GO:0042127","regulation of cell population proliferation","1/30","73/21826",0.0956819569231411,0.20462814250186,0.15173789386458,"CLEL",1
"GO:0010101","GO:0010101","post-embryonic root morphogenesis","1/30","74/21826",0.09692912013246,0.20462814250186,0.15173789386458,"IAA14",1
"GO:0120251","GO:0120251","hydrocarbon biosynthetic process","1/30","74/21826",0.09692912013246,0.20462814250186,0.15173789386458,"ACS11",1
"GO:0009744","GO:0009744","response to sucrose","1/30","76/21826",0.0994184604973735,0.206355964225641,0.153019125400646,"DIN11",1
"GO:0120254","GO:0120254","olefinic compound metabolic process","1/30","76/21826",0.0994184604973735,0.206355964225641,0.153019125400646,"ACS11",1
"GO:0009813","GO:0009813","flavonoid biosynthetic process","1/30","78/21826",0.101901167046903,0.208013126120537,0.154247960558165,"ANAC042",1
"GO:0042430","GO:0042430","indole-containing compound metabolic process","1/30","78/21826",0.101901167046903,0.208013126120537,0.154247960558165,"ANAC042",1
"GO:0010639","GO:0010639","negative regulation of organelle organization","1/30","79/21826",0.103140037977038,0.208816306396135,0.154843542778298,"NA",1
"GO:0034285","GO:0034285","response to disaccharide","1/30","80/21826",0.104377256851398,0.209603109286953,0.155426980677306,"DIN11",1
"GO:0009311","GO:0009311","oligosaccharide metabolic process","1/30","82/21826",0.106846746938847,0.211129171951162,0.156558601830395,"ANAC042",1
"GO:0051129","GO:0051129","negative regulation of cellular component organization","1/30","82/21826",0.106846746938847,0.211129171951162,0.156558601830395,"NA",1
"GO:0019216","GO:0019216","regulation of lipid metabolic process","1/30","83/21826",0.108079022398369,0.211869194701565,0.157107350854772,"ATDDF2",1
"GO:0051128","GO:0051128","regulation of cellular component organization","2/30","414/21826",0.110365501212382,0.213305041031975,0.158172073895434,"SAUR77/NA",2
"GO:0045786","GO:0045786","negative regulation of cell cycle","1/30","85/21826",0.110538644745315,0.213305041031975,0.158172073895434,"NA",1
"GO:0120252","GO:0120252","hydrocarbon metabolic process","1/30","88/21826",0.114215788545526,0.218692246284844,0.162166847873697,"ACS11",1
"GO:0008202","GO:0008202","steroid metabolic process","1/30","89/21826",0.115438234324514,0.219332645216577,0.162641722853971,"CYP702A6",1
"GO:0032880","GO:0032880","regulation of protein localization","1/30","90/21826",0.116659049201004,0.219960192004947,0.163107067585173,"CLEL",1
"GO:0042446","GO:0042446","hormone biosynthetic process","1/30","91/21826",0.117878235275902,0.220575182675361,0.163563101579002,"CYP702A6",1
"GO:0008283","GO:0008283","cell population proliferation","1/30","93/21826",0.120311729411492,0.221768635557004,0.164448082620578,"CLEL",1
"GO:0045165","GO:0045165","cell fate commitment","1/30","93/21826",0.120311729411492,0.221768635557004,0.164448082620578,"ATMYB66",1
"GO:0009812","GO:0009812","flavonoid metabolic process","1/30","94/21826",0.121526041660958,0.222347646594494,0.164877436639429,"ANAC042",1
"GO:0009926","GO:0009926","auxin polar transport","1/30","95/21826",0.122738733486385,0.222915199787773,0.16529829432377,"CLEL",1
"GO:1905392","GO:1905392","plant organ morphogenesis","2/30","445/21826",0.124307739916767,0.224016943919391,0.166115270581607,"IAA14/ATMYB66",2
"GO:0009630","GO:0009630","gravitropism","1/30","97/21826",0.125159264214073,0.224016943919391,0.166115270581607,"CLEL",1
"GO:0009967","GO:0009967","positive regulation of signal transduction","1/30","100/21826",0.128777959238233,0.228183434672385,0.169204848212209,"NA",1
"GO:0023056","GO:0023056","positive regulation of signaling","1/30","101/21826",0.129980972274358,0.228183434672385,0.169204848212209,"NA",1
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","1/30","102/21826",0.131182379447282,0.228183434672385,0.169204848212209,"ATDDF2",1
"GO:0140014","GO:0140014","mitotic nuclear division","1/30","102/21826",0.131182379447282,0.228183434672385,0.169204848212209,"NA",1
"GO:0010647","GO:0010647","positive regulation of cell communication","1/30","104/21826",0.133580384480123,0.230729755011121,0.171093020975645,"NA",1
"GO:0009629","GO:0009629","response to gravity","1/30","107/21826",0.137165399716639,0.235276762013957,0.174464762797479,"CLEL",1
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","1/30","108/21826",0.138357215086062,0.23568435949143,0.174767008529762,"NA",1
"GO:0009651","GO:0009651","response to salt stress","2/30","483/21826",0.141955260142827,0.240157186679988,0.178083743798499,"ANNAT4/ANAC042",2
"GO:0009735","GO:0009735","response to cytokinin","1/30","113/21826",0.144292461503334,0.242450598580432,0.179784377383316,"SOB5",1
"GO:0016049","GO:0016049","cell growth","2/30","491/21826",0.145739817484219,0.243227938639204,0.180360798309062,"SAUR77/AT2301",2
"GO:0001558","GO:0001558","regulation of cell growth","1/30","116/21826",0.147834618647119,0.245068126213681,0.181725352487451,"SAUR77",1
"GO:0009739","GO:0009739","response to gibberellin","1/30","118/21826",0.150188177923459,0.247309866313962,0.183387669885487,"AT2301",1
"GO:0090697","GO:0090697","post-embryonic plant organ morphogenesis","1/30","120/21826",0.152535453099204,0.248140945005554,0.184003939616307,"IAA14",1
"GO:0048764","GO:0048764","trichoblast maturation","1/30","121/21826",0.153706739213966,0.248140945005554,0.184003939616307,"ATMYB66",1
"GO:0048765","GO:0048765","root hair cell differentiation","1/30","121/21826",0.153706739213966,0.248140945005554,0.184003939616307,"ATMYB66",1
"GO:0048469","GO:0048469","cell maturation","1/30","122/21826",0.154876460376076,0.248405751382407,0.184200301472571,"ATMYB66",1
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","1/30","123/21826",0.156044618604454,0.248664650292258,0.184392282765195,"ATDDF2",1
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","1/30","124/21826",0.15721121591551,0.248917758532891,0.184579970103231,"AtIAA17",1
"GO:0048573","GO:0048573","photoperiodism, flowering","1/30","126/21826",0.15953973583876,0.250995635364163,0.186120777981523,"AT2301",1
"GO:0010054","GO:0010054","trichoblast differentiation","1/30","127/21826",0.160701662471241,0.251223485002509,0.186289735309766,"ATMYB66",1
"GO:0009606","GO:0009606","tropism","1/30","128/21826",0.161862036226983,0.251446056277138,0.186454778573288,"CLEL",1
"GO:0048509","GO:0048509","regulation of meristem development","1/30","129/21826",0.163020859109885,0.251663451250884,0.186615983454736,"ATDDF2",1
"GO:0010564","GO:0010564","regulation of cell cycle process","1/30","130/21826",0.164178133121347,0.251875769447036,0.186773423753609,"NA",1
"GO:0051049","GO:0051049","regulation of transport","1/30","132/21826",0.166488042523118,0.253842879649446,0.188232094860445,"CLEL",1
"GO:0009308","GO:0009308","amine metabolic process","1/30","135/21826",0.169941339982003,0.257518472242667,0.190957656808967,"SOB5",1
"GO:0051094","GO:0051094","positive regulation of developmental process","1/30","136/21826",0.171089362655025,0.257677271803605,0.191075411437576,"AtIAA17",1
"GO:0009648","GO:0009648","photoperiodism","1/30","139/21826",0.174524229010729,0.261257482216061,0.193730244643488,"AT2301",1
"GO:0010053","GO:0010053","root epidermal cell differentiation","1/30","142/21826",0.177945334406517,0.264774081918131,0.196337908603259,"ATMYB66",1
"GO:0006261","GO:0006261","DNA-dependent DNA replication","1/30","147/21826",0.183616741324328,0.268485674153232,0.199090165363999,"NA",1
"GO:0007623","GO:0007623","circadian rhythm","1/30","149/21826",0.185874697490699,0.268485674153232,0.199090165363999,"JMJ30",1
"GO:0046148","GO:0046148","pigment biosynthetic process","1/30","149/21826",0.185874697490699,0.268485674153232,0.199090165363999,"ANAC042",1
"GO:0048511","GO:0048511","rhythmic process","1/30","149/21826",0.185874697490699,0.268485674153232,0.199090165363999,"JMJ30",1
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","1/30","149/21826",0.185874697490699,0.268485674153232,0.199090165363999,"ANAC042",1
"GO:0042180","GO:0042180","cellular ketone metabolic process","1/30","155/21826",0.192612403589262,0.275001524199698,0.203921863246314,"ATDDF2",1
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","1/30","155/21826",0.192612403589262,0.275001524199698,0.203921863246314,"ANAC042",1
"GO:0009267","GO:0009267","cellular response to starvation","1/30","161/21826",0.199296192215563,0.282908962512896,0.209785465490066,"DIN11",1
"GO:0009743","GO:0009743","response to carbohydrate","1/30","163/21826",0.201512212209654,0.284355940119586,0.21085844270534,"DIN11",1
"GO:0051093","GO:0051093","negative regulation of developmental process","1/30","164/21826",0.202617997818004,0.284355940119586,0.21085844270534,"ANAC042",1
"GO:0006260","GO:0006260","DNA replication","1/30","166/21826",0.204825129837235,0.285673239390798,0.21183525955252,"NA",1
"GO:0045488","GO:0045488","pectin metabolic process","1/30","167/21826",0.205926480072917,0.285673239390798,0.21183525955252,"BDX",1
"GO:0010393","GO:0010393","galacturonan metabolic process","1/30","168/21826",0.207026355671874,0.285673239390798,0.21183525955252,"BDX",1
"GO:0090627","GO:0090627","plant epidermal cell differentiation","1/30","172/21826",0.211411149793754,0.289991210758558,0.21503716459403,"ATMYB66",1
"GO:0044550","GO:0044550","secondary metabolite biosynthetic process","1/30","173/21826",0.212503680758295,0.289991210758558,0.21503716459403,"ANAC042",1
"GO:0031669","GO:0031669","cellular response to nutrient levels","1/30","176/21826",0.215772501816647,0.292834109608306,0.217145259202409,"DIN11",1
"GO:0048193","GO:0048193","Golgi vesicle transport","1/30","180/21826",0.220110532768015,0.296925426338789,0.220179093044744,"FL7",1
"GO:0042440","GO:0042440","pigment metabolic process","1/30","181/21826",0.221191410713915,0.296925426338789,0.220179093044744,"ANAC042",1
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","1/30","185/21826",0.225500459602937,0.301073586605003,0.223255078070618,"ANAC042",1
"GO:0042594","GO:0042594","response to starvation","1/30","197/21826",0.238289776242033,0.316438573826786,0.23464867609572,"DIN11",1
"GO:0016570","GO:0016570","histone modification","1/30","200/21826",0.241455065389879,0.318401392588244,0.236104164970614,"JMJ30",1
"GO:0090698","GO:0090698","post-embryonic plant morphogenesis","1/30","201/21826",0.242507333402378,0.318401392588244,0.236104164970614,"IAA14",1
"GO:0009753","GO:0009753","response to jasmonic acid","1/30","205/21826",0.246702312373323,0.318401392588244,0.236104164970614,"AtNPF6.2",1
"GO:0032879","GO:0032879","regulation of localization","1/30","205/21826",0.246702312373323,0.318401392588244,0.236104164970614,"CLEL",1
"GO:0016569","GO:0016569","covalent chromatin modification","1/30","206/21826",0.247747542965285,0.318401392588244,0.236104164970614,"JMJ30",1
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","1/30","207/21826",0.248791371536563,0.318401392588244,0.236104164970614,"ANAC042",1
"GO:0071695","GO:0071695","anatomical structure maturation","1/30","207/21826",0.248791371536563,0.318401392588244,0.236104164970614,"ATMYB66",1
"GO:0000280","GO:0000280","nuclear division","1/30","212/21826",0.253989547557685,0.321720093573067,0.238565081106813,"NA",1
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","1/30","212/21826",0.253989547557685,0.321720093573067,0.238565081106813,"CYP702A6",1
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","1/30","215/21826",0.257091744787064,0.323988066134718,0.240246850660307,"DIN11",1
"GO:0071496","GO:0071496","cellular response to external stimulus","1/30","221/21826",0.26325877211574,0.329684855515133,0.244471190537537,"DIN11",1
"GO:0009611","GO:0009611","response to wounding","1/30","222/21826",0.264281787012131,0.329684855515133,0.244471190537537,"AtNPF6.2",1
"GO:0021700","GO:0021700","developmental maturation","1/30","225/21826",0.267342599391071,0.331827246480375,0.246059837577606,"ATMYB66",1
