"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005372","GO:0005372","water transmembrane transporter activity","4/65","36/21809",3.93952308661401e-06,0.000269857331433059,0.000209416753551587,"GAMMA-TIP/PIP2;2/AQP1/AtPIP2;1",4
"GO:0015250","GO:0015250","water channel activity","4/65","36/21809",3.93952308661401e-06,0.000269857331433059,0.000209416753551587,"GAMMA-TIP/PIP2;2/AQP1/AtPIP2;1",4
"GO:0043295","GO:0043295","glutathione binding","3/65","19/21809",2.36640152631726e-05,0.00081049252276366,0.000628964616205376,"ATGSTU20/ATGSTF7/ATGSTF11",3
"GO:1900750","GO:1900750","oligopeptide binding","3/65","19/21809",2.36640152631726e-05,0.00081049252276366,0.000628964616205376,"ATGSTU20/ATGSTF7/ATGSTF11",3
"GO:0072341","GO:0072341","modified amino acid binding","3/65","24/21809",4.89044737989062e-05,0.00133998258209003,0.00103986354814516,"ATGSTU20/ATGSTF7/ATGSTF11",3
"GO:1901681","GO:1901681","sulfur compound binding","3/65","41/21809",0.000248418345936806,0.00567221889889041,0.00440179876133639,"ATGSTU20/ATGSTF7/ATGSTF11",3
"GO:0004364","GO:0004364","glutathione transferase activity","3/65","59/21809",0.000729165591519025,0.0142708122911581,0.0110745450741987,"ATGSTU20/ATGSTF7/ATGSTF11",3
"GO:0015175","GO:0015175","neutral amino acid transmembrane transporter activity","2/65","17/21809",0.00115568670855564,0.0197531362046192,0.0153289800742723,"AAP1/AAP6",2
"GO:0008146","GO:0008146","sulfotransferase activity","2/65","18/21809",0.00129765128351513,0.0197531362046192,0.0153289800742723,"ATSOT18/ATSOT16",2
"GO:0015267","GO:0015267","channel activity","4/65","177/21809",0.00193098305378785,0.0240495162153577,0.01866308980216,"GAMMA-TIP/PIP2;2/AQP1/AtPIP2;1",4
"GO:0022803","GO:0022803","passive transmembrane transporter activity","4/65","177/21809",0.00193098305378785,0.0240495162153577,0.01866308980216,"GAMMA-TIP/PIP2;2/AQP1/AtPIP2;1",4
"GO:0046527","GO:0046527","glucosyltransferase activity","4/65","191/21809",0.00254470846098457,0.0268173122426835,0.0208109760776876,"ATXTH28/UGT74B1/ATTPS1/NA",4
