"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099086","GO:0099086","synaptonemal structure","1/49","11/25052",0.0213102783758057,0.311770481283349,0.311770481283349,"ASY4",1
"GO:0000145","GO:0000145","exocyst","1/49","34/25052",0.0644406776735724,0.311770481283349,0.311770481283349,"ATEXO70H8",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","1/49","42/25052",0.0790016207660901,0.311770481283349,0.311770481283349,"ASY4",1
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","2/49","293/25052",0.112162614173613,0.311770481283349,0.311770481283349,"CER1/CER3",2
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","2/49","298/25052",0.115334765654248,0.311770481283349,0.311770481283349,"CER1/CER3",2
"GO:0000793","GO:0000793","condensed chromosome","1/49","66/25052",0.121365247460581,0.311770481283349,0.311770481283349,"ASY4",1
"GO:0022626","GO:0022626","cytosolic ribosome","2/49","319/25052",0.128903341488801,0.311770481283349,0.311770481283349,"NA/NA",2
"GO:0099023","GO:0099023","vesicle tethering complex","1/49","79/25052",0.143508973164724,0.311770481283349,0.311770481283349,"ATEXO70H8",1
"GO:0005840","GO:0005840","ribosome","2/49","388/25052",0.175746090811023,0.311770481283349,0.311770481283349,"NA/NA",2
"GO:0022627","GO:0022627","cytosolic small ribosomal subunit","1/49","110/25052",0.194130546478627,0.311770481283349,0.311770481283349,"NA",1
"GO:0005938","GO:0005938","cell cortex","1/49","125/25052",0.217560877633396,0.311770481283349,0.311770481283349,"ATEXO70H8",1
"GO:0015935","GO:0015935","small ribosomal subunit","1/49","130/25052",0.225221674029969,0.311770481283349,0.311770481283349,"NA",1
"GO:0018995","GO:0018995","host cellular component","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0033643","GO:0033643","host cell part","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0033646","GO:0033646","host intracellular part","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0033647","GO:0033647","host intracellular organelle","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0033648","GO:0033648","host intracellular membrane-bounded organelle","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0042025","GO:0042025","host cell nucleus","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0043656","GO:0043656","host intracellular region","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0043657","GO:0043657","host cell","1/49","161/25052",0.271104766333347,0.311770481283349,0.311770481283349,"SPL8",1
"GO:0000228","GO:0000228","nuclear chromosome","1/49","242/25052",0.378795508687262,0.414871271419382,0.414871271419382,"ASY4",1
"GO:0044391","GO:0044391","ribosomal subunit","1/49","306/25052",0.452712853117037,0.473290710076902,0.473290710076902,"NA",1
"GO:0005694","GO:0005694","chromosome","1/49","415/25052",0.559260729329207,0.559260729329207,0.559260729329207,"ASY4",1
